lat,long,dist_met_station,Temp_30,Temp_15,Temp_7,Wind_30,Wind_15,Wind_7,Hum_30,Hum_15,Hum_7,Prcp_30,Prcp_15,Prcp_7,big_fire
30.338429,-89.475558,4008.739138,20.19230769,21.69230769,22.6,1.9,2.146153846,0.42,85.63636364,89.42857143,86.0,0.0,0.0,0.0,0
47.418874,-93.352223,26007.96321,-2.707183099,2.185393258,1.616969697,3.349295775,2.859831461,2.964848485,66.16925247,65.45786517,59.69090909,0.0,0.0,0.0,0
31.52721098,-84.86933312,14402.80784,29.33285816,28.50409836,28.15360502,1.232644334,1.304781421,0.989341693,65.44714459,68.06213018,73.11206897,0.0,0.0,0.0,0
28.85,-81.16,37795.14773,27.37784173,27.10869565,27.85521472,2.798270893,2.672753623,2.549693252,78.39766082,79.99703264,77.2962963,0.0,0.0,0.0,0
34.5782,-93.0247,32134.31083,9.704535865,13.40675,15.70353535,2.351636748,3.17475,3.264141414,65.71809101,54.5575,55.55555556,38.1,9.4,0.0,0
39.23827346,-80.70515867,42423.4011,9.20397351,12.76584022,16.4195122,3.280238727,2.916253444,2.712682927,67.18020679,60.59475219,66.60427807,95.3,48.7,48.7,0
43.6077,-112.3936,84239.96361,19.77272727,19.60606061,18.42857143,5.272727273,4.571212121,4.434285714,43.77124183,47.69230769,54.05882353,8.9,8.4,0.8,1
36.9,-95.798,54869.44154,3.933706468,2.202144772,0.531666667,3.664179104,3.653351206,4.353333333,58.70906801,54.09383378,56.46111111,12.7,0.0,0.0,1
36.15235,-81.64301666,5324.544922,11.144662,13.52738318,13.69780439,3.188065268,3.745607477,4.070459082,58.16893305,53.36926361,51.70634921,92.8,40.2,34.1,0
35.32395,-87.578133,64371.28193,12.17109005,10.05730337,9.385,2.426895735,2.081348315,2.49,65.51187648,67.51015801,67.42922374,56.2,35.8,20.3,0
45.188,-107.4068,91746.23041,26.53935065,26.09072165,25.68977273,3.049342105,2.672368421,2.438636364,37.25032938,41.20789474,37.07386364,0.0,0.0,0.0,0
39.6564,-82.210233,41981.74089,6.184796574,9.303639847,10.00044643,3.842580645,3.680422265,3.809865471,63.98599138,69.52023121,63.62780269,92.9,79.5,29.5,0
37.1553,-93.1096,26609.74961,14.3416309,12.73564815,16.12932692,3.503896104,3.620745921,4.685024155,64.36936937,60.63636364,62.46067416,58.3,0.6,0.6,0
44.97666667,-119.7647222,47682.98102,22.36736111,23.39222222,23.43035714,3.319166667,3.073888889,3.300595238,79.64106145,78.73333333,79.64880952,0.0,0.0,0.0,0
35.29805555,-120.48,15681.54953,19.68511905,19.24217391,19.49529412,3.893413174,3.755263158,3.401190476,67.68893528,68.16055046,64.46153846,0.0,0.0,0.0,0
38.27214922,-92.82945535,31057.32983,13.89415855,14.08472222,15.96369048,2.21488178,2.399444444,1.967261905,63.79833102,60.32777778,62.41666667,0.0,0.0,0.0,0
30.57370464,-88.50777763,28114.05102,8.512847222,4.051162791,12.54782609,3.553645833,2.876744186,2.934782609,70.63216266,68.09708738,84.13333333,762.1,0.0,0.0,0
25.44,-80.45,23326.67555,22.03880171,21.27207977,20.88975904,4.611714286,4.613675214,4.442771084,74.70310192,71.07784431,72.25641026,0.0,0.0,0.0,0
31.8125,-89.115,43534.36654,6.736154325,6.599629286,5.878968254,2.609550562,2.706226766,3.621272366,68.73408769,67.0667996,63.75732218,0.0,0.0,0.0,0
31.49888889,-110.3166667,10215.76169,24.10871369,26.28149171,26.81952663,4.586307054,4.376519337,4.566272189,22.73029046,18.45027624,16.28994083,0.0,0.0,0.0,1
33.83111111,-117.2830556,8230.580094,25.24364641,26.14972527,26.15470588,2.339502762,2.335989011,2.276470588,50.77947295,49.98066298,44.74705882,0.0,0.0,0.0,0
33.40025102,-84.87032542,46292.07453,6.67209191,7.569679849,8.279678068,2.416850168,2.215442561,2.764587525,75.16016427,73.6027668,74.41962422,0.0,0.0,0.0,0
37.53623059,-81.29947665,27758.15004,18.51589404,16.90513347,17.40820513,2.787086093,2.946406571,2.979487179,62.0816777,63.84188912,59.15897436,17.6,17.6,0.3,0
31.5151,-81.7757,45337.98736,14.50871671,17.70588235,17.0,3.157297297,3.060130719,3.161627907,70.09266409,69.18811881,68.05263158,7.5,2.6,2.6,0
31.2283,-91.0183,77624.37435,28.2975945,26.98682796,25.85714286,2.354342218,3.610215054,2.085034014,72.51335056,71.13172043,63.86394558,187.0,61.5,0.0,0
29.82,-81.59,29693.92518,16.45106383,15.20277778,14.24404762,3.347234043,3.176111111,3.273214286,59.97021277,55.58333333,53.76190476,0.0,0.0,0.0,0
41.33293871,-73.80977313,27671.10518,0.646390533,3.2401766,8.204424779,3.001065089,2.872406181,3.212831858,61.0260223,64.17266187,66.66145833,18.1,17.1,7.7,0
32.43044,-100.3198,14534.37777,8.434460398,7.911111111,11.09920635,5.889254284,5.745740741,6.629365079,44.96474954,44.32033426,39.77579365,0.0,0.0,0.0,0
37.358699,-81.17751399,7464.728629,5.018903592,3.256370656,3.496774194,2.656818182,2.474131274,2.034677419,65.47582205,66.69921875,60.89344262,4.0,4.0,0.0,1
39.25111111,-120.9530556,21172.53352,21.37586207,20.42493151,20.53772455,1.808171745,1.916022099,1.966467066,31.55955679,30.07458564,22.50898204,0.8,0.8,0.0,0
31.63414921,-95.1028333,27993.44425,13.79405152,13.92322761,14.35291751,3.482154567,4.015018657,4.30804829,67.65382586,60.72610837,56.55935614,78.0,10.6,2.0,0
33.283116,-112.17662,24280.34003,36.6957606,37.85858586,38.52173913,3.854020101,3.977040816,4.52173913,17.6,6.0,6.0,0.0,0.0,0.0,0
44.3375,-85.59138889,15174.75336,6.9527121,5.591666667,6.165680473,3.581641168,3.03,2.728994083,62.04078762,61.21727019,62.47619048,0.0,0.0,0.0,0
44.7885,-119.938,34693.57032,19.89679219,20.57541899,19.81547619,2.446304045,2.42849162,2.331547619,66.41701534,70.43296089,68.26190476,0.0,0.0,0.0,1
34.38833333,-117.985,18811.46477,21.69724771,20.80181818,19.83461538,2.986238532,3.089090909,2.969230769,25.2,24.98113208,31.84,128.0,128.0,128.0,0
31.40805625,-108.6597214,90132.67264,24.29275362,27.06715116,27.90764331,3.517851959,3.278717201,3.668789809,23.7252907,18.25438596,19.12101911,0.0,0.0,0.0,1
45.8511,-100.80545,45913.97389,16.48275862,15.84971098,17.78787879,5.119969743,5.165178571,5.322560976,63.49924127,64.24404762,60.32317073,14.2,8.1,0.0,0
35.8033,-83.5233,41849.99599,21.1008216,23.18574939,24.65537634,2.609389671,2.248402948,1.772580645,70.71588089,69.37437186,69.86187845,47.7,2.0,0.0,0
40.09888888,-123.5438889,45734.28926,19.81538462,20.375,18.7125,2.305128205,1.305,0.5625,51.71428571,48.94117647,59.0,0.0,0.0,0.0,0
35.995,-88.355,94225.20959,2.682892907,4.306406685,4.017857143,3.047419805,3.454317549,3.117857143,68.51046025,60.37883008,55.93452381,0.3,0.3,0.0,0
33.1334,-110.1173,54636.02731,20.63925323,21.68551001,22.6396728,2.352225945,2.473784557,2.408588957,24.80516994,24.65395615,25.52556237,0.0,0.0,0.0,0
18.091269,-67.174347,45273.10391,25.99667221,26.44147157,25.91836735,2.7825,2.730201342,2.444217687,80.22203673,79.79865772,80.36734694,0.0,0.0,0.0,0
47.11138889,-94.61861111,34272.47591,5.547687861,7.444126074,9.289795918,2.795472062,2.678892073,2.902653061,63.19286095,62.58736842,53.99170124,0.0,0.0,0.0,0
65.8494,-154.986,60921.47413,11.88956378,14.04982778,13.59763158,2.748674033,2.302181401,1.838421053,69.66039823,66.48216341,75.3060686,0.0,0.0,0.0,1
34.5501,-84.9876,27649.5994,10.08590116,10.10887574,9.138650307,2.667540029,2.691420118,2.860736196,58.08733624,58.95857988,50.74846626,12.0,0.0,0.0,0
36.7808,-76.8292,11308.229,15.83893557,17.09550562,18.59036145,3.103496503,3.200502513,3.094845361,65.73299748,64.13407821,64.57647059,0.0,0.0,0.0,0
28.95336,-98.45987,5862.040856,19.65096154,19.85249042,19.1659919,1.955940356,2.160594439,2.117813765,53.76545455,55.63059701,55.04481132,0.0,0.0,0.0,0
30.44367333,-97.13529333,33916.16696,14.79925823,15.18240741,16.23412698,3.296430227,3.590833333,4.223214286,57.77145612,57.22492697,56.92355372,0.0,0.0,0.0,0
34.08364444,-85.17786111,29006.07664,24.12723005,24.64958062,24.54075547,1.555492958,1.375396086,1.209145129,75.60235294,72.43020833,72.63134658,0.0,0.0,0.0,0
48.74367,-114.06689,51013.39084,21.55727763,21.49056604,21.04464286,2.401617251,2.326145553,2.682142857,48.36216216,47.39837398,44.52380952,53.0,28.0,0.0,1
32.41975,-98.86975,33030.22603,33.44011273,33.76465028,33.70781893,4.07242837,3.97173913,4.279012346,34.23203382,34.97069943,35.12139918,0.0,0.0,0.0,0
36.5833,-77.7,33200.76066,16.51631206,17.45689655,17.78481013,2.288767551,1.745774648,1.920212766,63.68535262,63.13095238,67.05555556,0.0,0.0,0.0,0
44.76666667,-69.81666667,50103.73289,4.813624679,6.710810811,7.263473054,5.171428571,5.164324324,5.095808383,58.34135977,52.23837209,55.45783133,69.7,23.9,2.3,0
30.46693587,-88.48670133,33670.66602,18.56220994,19.86287016,20.39465241,3.70640884,3.148747153,2.745454545,71.66243655,70.29365079,65.56441718,60.7,1.5,0.3,0
35.8925,-106.62,30446.40164,15.48373522,18.4056137,19.66289683,4.050307329,4.359372027,4.778769841,28.16990062,22.28979981,19.39880952,1.5,1.0,0.0,1
35.9345,-77.71753333,15390.8744,6.527604417,6.519647822,10.44095427,2.667354777,3.141612604,3.605367793,66.42246759,64.11770158,63.06163022,54.0,32.8,28.7,0
33.01083001,-80.69304998,51335.42433,22.25799574,24.6888361,26.6875,1.846588486,2.00736342,2.734090909,70.48855989,69.25405405,65.85142857,81.8,30.5,27.4,0
32.2871,-83.6919,44276.48086,24.08946078,24.00623441,24.5026455,1.942401961,1.901995012,1.925925926,69.37307692,68.28571429,68.15730337,0.0,0.0,0.0,0
32.91064857,-109.2791978,33784.80199,25.9553078,24.65144231,22.70688259,1.186656963,1.058846154,0.910323887,59.17719041,62.55816227,65.01257862,0.0,0.0,0.0,0
65.45,-153.22,65162.77734,15.67168718,16.60977157,20.13922652,2.01506155,1.939340102,2.179005525,61.84002922,61.47006369,49.77624309,0.0,0.0,0.0,1
34.85782843,-95.58308979,18473.92239,16.93948718,21.12335958,24.49294118,4.771923077,5.309973753,5.327647059,57.57564103,54.23622047,53.10588235,24.5,12.5,1.3,0
44.96362,-122.45082,59621.98251,19.94912985,19.27688172,20.13690476,2.412868633,2.380645161,2.605357143,61.75205479,64.36088154,62.75903614,0.3,0.3,0.0,0
35.7331,-94.54,40499.34373,3.386184516,6.629526462,7.371031746,1.92633287,1.649210771,2.23452381,65.58826455,64.33836858,63.55509356,0.0,0.0,0.0,0
40.06581,-96.35523,42841.03962,9.632189239,4.551115242,7.956349206,4.629823748,4.568401487,3.428968254,67.4862949,62.67850467,66.814,0.0,0.0,0.0,0
32.64464161,-88.56333855,38306.68361,14.3095515,16.18981002,16.90808081,3.207065669,3.491882556,3.081481481,75.75604839,73.71713147,77.45217391,443.4,275.0,82.4,0
42.28055731,-77.09180157,21317.8344,19.01795841,18.62120658,20.23688525,1.754304636,1.7,1.486885246,75.80632411,78.2594697,77.21888412,90.6,43.2,13.8,0
34.25767,-99.53275,23183.10122,25.4450116,25.3212963,23.3234127,3.387517401,3.75212963,3.513492063,64.17480242,61.37777778,64.80952381,0.0,0.0,0.0,1
43.1889,-102.3357,179167.5924,3.695691383,3.662271062,7.364351852,5.078657315,4.247985348,4.301388889,59.42842324,66.85604607,52.26666667,45.4,40.8,32.0,0
18.191408,-66.626381,63038.76118,26.97993827,27.12693498,27.13375796,3.822152886,3.447975078,3.469230769,79.10328638,78.94043887,79.72727273,0.0,0.0,0.0,0
26.34459,-98.12804,10809.26318,18.46162465,17.86176837,18.40425532,3.82518732,3.528021248,4.536756757,66.85202389,62.60514372,67.46927374,0.0,0.0,0.0,0
33.074569,-97.908783,13950.96129,31.77325853,33.06400742,32.89641434,3.113744741,2.903896104,2.494422311,41.90088827,36.80612245,39.33665339,0.0,0.0,0.0,0
40.06565857,-98.02980042,39228.13646,15.80676552,12.74489796,11.79282869,2.808480074,3.625602968,5.128884462,68.93671548,63.82139253,61.81449893,0.0,0.0,0.0,0
32.28407,-97.49595,9412.295247,28.59340149,28.15764925,28.18346774,4.987546468,3.584701493,3.55625,61.23655914,58.71845574,56.68951613,0.0,0.0,0.0,0
31.76867308,-89.25563197,34245.60398,14.0573913,15.93248731,14.19805825,2.536811594,2.252791878,2.234951456,75.52463768,75.9035533,76.61165049,0.0,0.0,0.0,0
30.14500002,-84.32777002,79793.06811,17.24231312,14.51666667,12.66385542,3.626657264,3.727683616,3.677108434,72.76022567,73.76836158,66.87951807,0.0,0.0,0.0,0
37.38400289,-102.4594035,17702.04631,-0.456614509,1.339943343,6.219512195,4.923044097,4.286402266,4.36402439,55.39118065,54.15864023,48.17682927,7.4,0.5,0.5,0
44.1782,-103.4424,27847.35708,-4.355544456,-5.593283582,2.168361582,5.371128871,3.744589552,3.781355932,64.93306693,67.30970149,59.11864407,4.5,1.3,0.0,0
35.97483333,-75.6625,4850.659769,14.06213683,16.73937381,16.3158215,2.819587629,2.583776091,2.988438134,75.1972821,78.09013283,73.48275862,63.3,36.9,35.6,0
26.5983,-81.379,38092.27522,27.14753927,26.82402464,27.15911111,2.657127772,2.822933884,2.482666667,75.79281184,77.09297521,76.94666667,201.4,101.2,26.9,0
37.84103762,-93.2874915,67320.19216,2.769722222,2.419166667,1.3875,4.801111111,5.064444444,5.105952381,63.17066291,72.15428571,75.33950617,216.1,145.7,92.9,0
66.0817,-142.3508,124388.1656,17.44444444,18.4516129,18.02564103,1.795714286,1.785245902,1.656410256,57.60431655,62.29508197,69.82051282,0.0,0.0,0.0,1
36.23111111,-120.3461111,85540.96783,22.36698113,22.61232227,24.10633947,2.971792453,2.61507109,2.421063395,50.76132075,53.98578199,55.5194274,0.0,0.0,0.0,0
43.31068615,-76.42438889,5411.308367,5.741605839,7.708588957,6.235294118,3.736934307,3.210736196,2.977941176,74.13256956,75.10508475,76.12389381,92.6,22.1,4.8,0
31.076624,-89.51149632,46500.90909,18.96565657,18.41049563,19.16089744,2.22933526,2.126900585,1.702580645,70.81936416,71.93567251,71.78709677,0.0,0.0,0.0,0
32.03201056,-89.84909457,38639.43399,8.882043344,10.03396226,10.75805085,3.222703818,3.288050314,3.283474576,77.2591687,75.79279279,77.03381643,212.9,71.1,37.8,0
34.78591665,-95.29398333,45983.85617,13.65733186,12.23809524,14.94136126,4.282028666,4.018219462,4.560732984,65.4916574,66.66315789,54.71657754,13.2,7.4,0.0,0
45.26899,-88.42139,54952.02945,11.24321796,13.85534709,15.9,3.194995323,2.654878049,2.2187251,65.25491113,59.11069418,58.29880478,73.1,46.7,24.9,0
42.00405,-96.84577,29581.83907,8.080074488,14.35687732,14.89043825,5.077048417,5.217750929,4.339840637,64.94667344,63.98746384,63.56118143,0.0,0.0,0.0,0
30.36447,-98.828502,15533.40325,6.140426518,6.591473587,8.074751491,3.35475197,3.253197405,3.804771372,77.81995012,70.21408451,73.25248509,75.6,5.4,1.3,0
45.57,-115.3769444,66028.45615,19.38534622,21.35627376,22.7152,0.895974235,0.831558935,0.7088,69.43298969,71.25396825,68.16521739,3.9,0.0,0.0,0
34.31533276,-92.85088124,19454.62066,13.70803662,13.48172043,14.37552743,2.505696846,2.389677419,2.465822785,74.90441176,71.8722467,75.9380531,146.4,67.9,60.8,0
34.1086,-79.2922,57727.51663,15.35269122,18.93142857,21.35757576,4.51408046,4.223275862,4.43030303,62.16235632,63.8591954,66.48484848,0.0,0.0,0.0,0
33.45120654,-88.31374216,25034.67552,18.2515528,16.90483384,14.14935065,2.57189441,2.259214502,2.552922078,66.50465839,59.72960725,51.01948052,0.0,0.0,0.0,0
33.41975,-87.25672,40622.59485,25.90361991,27.66043614,27.764,1.968429003,1.925545171,1.944,73.04658902,69.57413249,63.96575342,0.0,0.0,0.0,0
35.129117,-86.421783,32204.83895,21.33006993,22.73333333,24.23015873,1.383263403,1.298518519,1.443650794,68.26599526,65.63977901,65.248307,0.0,0.0,0.0,0
34.79183,-78.56184,21368.79796,5.81757885,8.38003714,9.379083665,2.017903525,2.461652739,2.487450199,64.32239098,62.50191571,57.32997988,0.9,0.0,0.0,0
31.28260259,-89.95784335,62858.31661,10.19971871,10.1372549,9.504819277,2.181153305,2.351820728,1.722891566,71.41772152,61.04201681,54.0060241,0.0,0.0,0.0,0
38.01324,-86.44516001,43862.11484,1.087231353,3.881401617,5.035294118,3.703666245,3.62722372,3.235294118,64.66363636,56.05494505,52.11176471,51.1,0.0,0.0,0
34.654949,-80.460457,36353.62211,19.58804297,20.40744186,22.04572565,1.042316674,0.878046512,0.792644135,66.08032787,67.47387387,60.15699659,0.0,0.0,0.0,0
31.09031216,-83.40593396,23947.74619,19.8109405,19.79882747,16.65836299,2.266634615,2.828571429,2.449820789,74.49393939,78.40569395,77.01612903,11.4,0.0,0.0,0
33.6933,-87.1011,35930.79305,18.71395062,15.31607629,19.21034483,2.322885572,1.883378747,1.404022989,67.38451935,62.90437158,69.10404624,68.6,12.2,0.0,0
37.44142,-93.28194,24318.91515,25.59874286,24.05276498,22.47376238,3.728240741,3.897926267,3.659405941,61.98719441,62.66898148,63.345,48.6,31.4,31.4,0
33.8474,-85.2899,56892.2844,10.11455939,11.82459459,11.750625,2.204725415,2.388108108,2.403125,63.32878581,60.30167598,61.18589744,66.6,37.0,33.0,0
30.88284,-93.77708,73017.04748,24.37243767,23.69226519,21.88809524,1.362083333,1.736388889,2.302380952,76.8866571,78.63764045,79.03592814,144.0,36.0,0.0,0
36.27018,-112.22567,36529.80669,19.41935484,21.23140496,21.63583815,2.916568915,2.767217631,2.462427746,21.8372434,25.31680441,32.96531792,5.6,5.6,5.6,0
34.1216,-85.2728,27145.9577,28.10046729,29.13727811,29.49520958,1.452647975,1.531952663,1.480838323,63.5484375,60.53254438,59.79041916,0.0,0.0,0.0,0
38.27087,-82.88395,30606.06202,15.03253968,12.58208661,10.08125,2.158350101,2.398594378,2.332876712,59.53939394,54.27565392,44.59817352,89.8,20.0,0.6,0
35.354017,-88.20544,69811.63748,5.958816121,9.999481865,9.149714286,4.435056747,4.254025974,4.538857143,58.20680958,55.42857143,53.44,52.9,29.5,13.2,0
39.02888888,-121.2919444,16809.42073,21.72589641,25.4965616,26.63417722,3.964409031,3.55243553,2.489240506,43.35552597,32.95677233,32.84615385,1.5,0.0,0.0,0
33.6331,-85.5261,31040.3242,15.46293706,15.79661017,16.3452381,2.970126227,3.060169492,3.179761905,60.56097561,56.78549849,51.37748344,123.5,83.3,83.3,0
32.9267,-103.5731,37748.77914,13.66325037,15.87234043,17.54482759,3.296046852,3.185410334,3.395862069,54.84388807,51.06402439,55.37931034,0.0,0.0,0.0,1
41.2787104,-72.5275904,29952.83568,2.312822967,3.337250996,4.546956522,3.945135406,4.108964143,4.215217391,72.33061224,71.59919028,71.04464286,169.3,87.4,59.2,0
30.43333333,-88.41666667,32637.22636,26.7290562,26.56776471,27.59950249,3.700530223,2.332941176,2.041791045,69.20216216,62.12264151,66.18,318.4,0.0,0.0,0
30.77993222,-93.17075694,62438.97156,12.44444444,15.69911504,16.76923077,3.928755365,3.671681416,3.328846154,67.46666667,69.03703704,68.5625,0.0,0.0,0.0,0
62.35,-141.77,63898.76103,9.782122905,14.40625,11.71428571,3.524022346,3.501041667,3.726190476,54.41899441,46.80208333,57.45238095,0.0,0.0,0.0,0
30.61499061,-90.80352128,34063.49377,24.8193038,24.00590551,22.35759312,2.50468651,2.107490145,2.583094556,71.98789038,69.52191235,67.24340176,103.6,9.4,3.6,0
33.35083333,-108.4691667,84471.37541,22.99712506,25.2164751,26.62909836,4.615764255,4.506130268,5.543647541,20.1825587,21.84099617,18.85245902,0.0,0.0,0.0,1
33.34533333,-98.04273333,26571.18775,29.47584765,29.91024209,29.70461847,2.842731073,2.439944134,2.693574297,56.8058523,54.4310987,56.01807229,14.8,4.6,4.6,1
40.026289,-122.145359,34608.39864,25.21210014,25.21866295,25.10447761,2.170543175,1.844630404,1.747305389,36.09958217,30.37517434,30.77245509,0.0,0.0,0.0,1
36.39305555,-120.895,70579.11699,16.01160043,16.38294737,16.3146789,3.652201933,3.471578947,3.333486239,78.60240964,80.14285714,81.9078341,1.3,1.0,1.0,1
33.625427,-81.598579,8292.853614,19.46200185,22.22984245,22.54563492,2.397729379,2.310287303,2.114087302,61.50796626,64.07176142,65.714,0.0,0.0,0.0,0
34.67180556,-84.3508,39825.92437,5.341078067,5.035217794,6.208333333,2.568633829,2.581464319,2.561904762,52.9029398,47.93470149,50.70916335,0.0,0.0,0.0,0
31.3466377,-100.6890698,83698.90979,17.09166667,18.35344828,20.85983264,4.678235294,4.896934866,5.657112971,48.0,52.44923372,62.63179916,0.0,0.0,0.0,1
38.08,-78.62,15793.63683,11.61032864,14.81840796,18.82631579,2.507511737,2.7539801,2.156315789,54.65007112,55.65205479,62.09036145,37.4,11.7,1.3,0
44.809665,-91.380561,74426.49179,0.119596542,0.941011236,-1.431952663,2.596829971,3.102247191,2.733136095,82.59230769,81.2033195,78.57971014,0.0,0.0,0.0,0
39.4795,-92.5712,59901.23579,9.083621092,11.79427767,14.04541833,4.004013066,3.679268293,3.18247012,53.05762872,55.46153846,47.85458167,3.7,0.8,0.8,0
35.0933,-84.7183,43433.05759,18.54401154,21.74631268,20.94701987,1.754689755,1.778171091,2.341059603,70.70491803,69.49107143,66.85430464,0.0,0.0,0.0,0
32.7849359,-94.948087,9530.664781,10.00932401,10.60986965,13.66666667,3.012773893,3.500837989,3.893172691,61.50075415,58.0257388,55.75675676,0.0,0.0,0.0,0
33.21879043,-94.87471879,15737.8044,6.624170616,6.61589404,5.133603239,3.17056872,3.224976348,2.88097166,61.4780461,61.56286044,64.23167155,0.0,0.0,0.0,0
18.092176,-66.729424,61663.32072,24.1177686,23.55052265,22.74842767,4.926556017,5.218596491,5.735443038,77.13721414,78.77192982,82.88607595,0.0,0.0,0.0,0
